Lead_ID,Customer_Name,Age,Gender,Region,Industry,Revenue_Potential,Lead_Source,Stage,Time_Spent_in_Stage_Days,Engagement_Score,Converted,Preferred_Contact_Method,Competitor_Consideration,Marketing_Spend,Discount_Offered,Customer_Feedback
LEAD000931,Customer_931,24,Male,West,Retail,26054.13,Referral,Interest,56,5.99,0,Chat,0,4741.22,6.98,No Feedback
LEAD000932,Customer_932,49,Prefer Not to Say,South,Education,30930.39,Website,Intent,79,32.97,0,None,0,7781.86,29.04,Negative
LEAD000933,Customer_933,57,Male,Central,Retail,60069.05,Website,Consideration,15,94.5,0,Chat,0,4165.65,8.4,Neutral
LEAD000934,Customer_934,64,Male,South,Healthcare,79132.1,Cold Call,Interest,82,56.37,0,Chat,0,5400.59,5.22,Negative
LEAD000935,Customer_935,24,Female,South,Travel,40378.49,Email,Intent,20,34.35,0,Phone,0,293.16,8.25,Positive
LEAD000936,Customer_936,23,Female,East,Healthcare,4343.33,Referral,Awareness,26,0.6,1,Chat,0,4561.22,8.85,Neutral
LEAD000937,Customer_937,61,Female,South,Education,65423.49,Event,Purchase,49,57.53,0,Chat,0,7759.36,28.45,Neutral
LEAD000938,Customer_938,47,Female,South,Travel,68622.71,Website,Evaluation,108,96.53,0,Phone,0,7476.82,17.12,Neutral
LEAD000939,Customer_939,61,Female,East,Manufacturing,33978.0,Social Media,Consideration,24,99.53,1,Phone,0,7711.24,12.01,Positive
LEAD000940,Customer_940,32,Female,West,Healthcare,621.56,Social Media,Purchase,115,54.78,0,None,0,2993.34,10.06,Positive
LEAD000941,Customer_941,51,Female,West,Travel,57381.53,Social Media,Awareness,85,82.74,0,In-Person,0,8392.65,10.12,Neutral
LEAD000942,Customer_942,65,Other,East,Manufacturing,77609.86,Website,Awareness,14,11.93,0,Phone,0,7642.52,12.8,Positive
LEAD000943,Customer_943,54,Prefer Not to Say,South,Retail,22317.18,Social Media,Intent,116,99.12,1,In-Person,0,7525.23,23.02,Neutral
LEAD000944,Customer_944,23,Female,North,Retail,51511.22,Website,Interest,114,53.72,0,Chat,1,3985.19,25.68,Positive
LEAD000945,Customer_945,44,Female,West,Retail,69906.01,Cold Call,Consideration,66,38.62,0,Phone,0,3404.96,14.94,No Feedback
LEAD000946,Customer_946,67,Male,Central,Manufacturing,59113.75,Social Media,Interest,52,37.12,0,Email,0,4422.87,28.97,Negative
LEAD000947,Customer_947,58,Male,North,Healthcare,77241.73,Social Media,Interest,85,81.09,1,None,0,2571.38,4.11,No Feedback
LEAD000948,Customer_948,59,Other,West,Finance,41108.02,Website,Intent,95,93.35,0,In-Person,0,3675.99,29.64,No Feedback
LEAD000949,Customer_949,21,Female,Central,Finance,87076.55,Event,Intent,3,97.21,1,Phone,1,7032.08,28.02,Neutral
LEAD000950,Customer_950,32,Male,West,Technology,32180.36,Website,Awareness,84,59.78,0,Email,0,8059.57,7.27,Negative
LEAD000951,Customer_951,33,Female,South,Technology,15840.33,Website,Interest,22,53.86,0,In-Person,0,1128.13,16.19,Positive
LEAD000952,Customer_952,32,Male,South,Education,78539.3,Referral,Consideration,111,29.92,0,None,0,243.47,21.42,No Feedback
LEAD000953,Customer_953,38,Other,South,Manufacturing,1512.29,Cold Call,Interest,11,69.27,0,In-Person,0,2347.95,13.85,Neutral
LEAD000954,Customer_954,70,Female,East,Healthcare,95117.04,Social Media,Awareness,85,14.64,0,None,1,3481.65,11.87,Neutral
LEAD000955,Customer_955,40,Male,Central,Retail,7830.4,Website,Interest,63,99.11,0,Chat,1,5140.45,13.15,Negative
LEAD000956,Customer_956,42,Male,West,Finance,78876.35,Website,Interest,17,88.47,0,Chat,0,7139.42,16.96,Neutral
LEAD000957,Customer_957,26,Female,East,Technology,12543.07,SEO,Interest,8,61.79,0,In-Person,0,6933.8,24.19,No Feedback
LEAD000958,Customer_958,71,Prefer Not to Say,West,Healthcare,28422.14,Website,Awareness,34,43.05,0,None,0,8868.58,16.62,Positive
LEAD000959,Customer_959,49,Female,North,Finance,60292.01,Social Media,Consideration,65,85.32,0,In-Person,0,6669.69,15.19,Neutral
LEAD000960,Customer_960,74,Male,South,Healthcare,14448.26,Website,Intent,14,61.04,0,Email,0,5053.03,11.18,Positive
LEAD000961,Customer_961,69,Male,South,Travel,10182.63,Referral,Awareness,53,90.14,0,None,0,1552.05,23.46,Negative
LEAD000962,Customer_962,62,Female,East,Education,93192.12,Referral,Purchase,4,36.31,0,Phone,0,2897.86,7.55,Neutral
LEAD000963,Customer_963,22,Female,Central,Retail,72169.76,Website,Purchase,46,85.3,1,In-Person,0,6551.84,20.42,Negative
LEAD000964,Customer_964,54,Male,East,Manufacturing,12428.84,Cold Call,Evaluation,3,0.41,1,Chat,1,2661.97,28.27,Neutral
LEAD000965,Customer_965,46,Other,South,Finance,52150.15,Referral,Awareness,41,18.46,0,Chat,0,7936.79,26.89,Positive
LEAD000966,Customer_966,38,Male,West,Finance,83565.87,Social Media,Evaluation,88,78.68,0,Chat,0,2232.4,24.27,No Feedback
LEAD000967,Customer_967,18,Female,Central,Healthcare,9158.25,Email,Interest,45,77.66,0,Phone,1,7447.0,2.45,No Feedback
LEAD000968,Customer_968,24,Female,East,Education,81165.72,SEO,Awareness,53,44.89,0,Email,0,325.89,18.69,No Feedback
LEAD000969,Customer_969,23,Female,South,Healthcare,84363.21,Email,Consideration,74,17.4,0,None,0,2778.49,27.53,Neutral
LEAD000970,Customer_970,36,Female,West,Travel,34483.99,Referral,Awareness,26,5.12,0,In-Person,0,2204.57,5.75,Neutral
LEAD000971,Customer_971,57,Female,East,Healthcare,99557.69,SEO,Interest,31,33.0,0,Phone,0,9453.23,13.11,Negative
LEAD000972,Customer_972,31,Male,East,Travel,39582.06,Cold Call,Awareness,43,63.78,0,Chat,0,5906.27,19.13,Negative
LEAD000973,Customer_973,23,Prefer Not to Say,Central,Education,90276.2,Referral,Consideration,42,39.25,0,In-Person,0,3623.56,17.02,Positive
LEAD000974,Customer_974,26,Female,South,Retail,89844.76,Social Media,Consideration,40,86.14,0,Phone,1,5382.97,5.98,Negative
LEAD000975,Customer_975,49,Male,South,Education,71489.33,Cold Call,Consideration,53,11.05,0,Chat,0,9993.23,26.25,Neutral
LEAD000976,Customer_976,72,Prefer Not to Say,East,Finance,583.94,Social Media,Interest,115,22.27,0,Phone,0,3662.02,19.63,Negative
LEAD000977,Customer_977,25,Female,East,Manufacturing,68435.36,Website,Interest,105,73.39,1,None,0,2190.03,21.69,Negative
LEAD000978,Customer_978,58,Female,South,Manufacturing,9891.41,SEO,Interest,74,66.67,0,Phone,0,1244.83,0.18,No Feedback
LEAD000979,Customer_979,39,Female,South,Manufacturing,4094.06,Website,Interest,77,45.11,0,Email,0,3790.87,6.75,Positive
LEAD000980,Customer_980,25,Female,East,Healthcare,18456.78,Website,Purchase,72,92.86,0,None,0,9498.59,18.8,Positive
LEAD000981,Customer_981,61,Male,North,Travel,51379.78,Website,Evaluation,92,4.58,0,Phone,0,1640.88,8.1,Neutral
LEAD000982,Customer_982,51,Male,South,Retail,46311.52,Website,Consideration,47,9.54,1,Phone,0,6137.54,0.15,Neutral
LEAD000983,Customer_983,66,Female,West,Travel,39254.53,SEO,Interest,111,2.63,1,Email,0,5323.87,20.75,Positive
LEAD000984,Customer_984,26,Male,Central,Healthcare,53713.81,Cold Call,Interest,28,61.25,0,Chat,0,9839.97,5.97,Neutral
LEAD000985,Customer_985,27,Female,South,Education,26840.55,Social Media,Purchase,101,11.53,1,Chat,0,386.99,18.8,Neutral
LEAD000986,Customer_986,39,Female,West,Manufacturing,31644.74,Cold Call,Interest,14,84.6,0,None,0,6269.84,10.73,Neutral
LEAD000987,Customer_987,30,Female,North,Retail,21275.7,Event,Interest,23,55.61,0,Chat,0,1824.95,3.29,Positive
LEAD000988,Customer_988,59,Female,North,Healthcare,45502.88,Referral,Consideration,21,17.19,0,Chat,0,2395.52,8.11,Negative
LEAD000989,Customer_989,68,Male,East,Technology,71568.32,Cold Call,Awareness,59,66.48,0,Phone,0,9006.9,25.71,Neutral
LEAD000990,Customer_990,52,Male,West,Travel,51409.0,SEO,Interest,44,70.86,0,In-Person,0,5109.85,2.54,Negative
LEAD000991,Customer_991,25,Male,South,Technology,85198.54,Website,Awareness,97,93.75,1,Email,0,9332.24,13.01,Neutral
LEAD000992,Customer_992,30,Male,Central,Retail,49396.58,Website,Consideration,51,15.39,0,Email,0,1570.14,24.53,Negative
LEAD000993,Customer_993,52,Female,East,Manufacturing,20593.54,SEO,Awareness,61,27.07,0,None,0,1014.72,9.03,Positive
LEAD000994,Customer_994,46,Female,Central,Manufacturing,51461.73,SEO,Interest,93,7.9,0,Chat,0,3266.79,18.13,Neutral
LEAD000995,Customer_995,27,Male,North,Manufacturing,37484.82,Email,Interest,55,71.85,0,None,0,7074.7,0.42,Neutral
LEAD000996,Customer_996,47,Female,East,Manufacturing,49427.36,Cold Call,Interest,63,97.9,1,In-Person,0,5402.97,5.67,Positive
LEAD000997,Customer_997,23,Other,South,Manufacturing,10277.39,Social Media,Intent,80,19.78,0,Chat,0,5128.24,23.3,Positive
LEAD000998,Customer_998,46,Male,West,Education,77777.84,Event,Awareness,10,89.71,0,In-Person,1,4680.75,9.34,Positive
LEAD000999,Customer_999,55,Male,North,Finance,35005.71,Event,Awareness,45,78.52,0,Chat,0,7324.33,19.8,No Feedback
LEAD001000,Customer_1000,22,Female,West,Manufacturing,2181.07,Email,Awareness,82,15.33,0,In-Person,0,1938.6,15.88,Neutral
LEAD001001,Customer_1001,24,Other,North,Healthcare,56839.13,Cold Call,Awareness,89,66.45,0,None,0,3842.55,6.11,Positive
LEAD001002,Customer_1002,28,Male,Central,Travel,68539.37,SEO,Interest,20,12.17,0,None,0,4335.95,0.63,Positive
LEAD001003,Customer_1003,37,Male,East,Retail,7728.85,Social Media,Awareness,19,38.29,0,Email,0,3978.27,15.37,Neutral
LEAD001004,Customer_1004,44,Male,North,Education,37811.4,SEO,Interest,4,76.56,0,None,0,2314.04,17.29,Neutral
LEAD001005,Customer_1005,32,Male,West,Finance,48224.52,Email,Awareness,5,93.67,0,Phone,0,1043.65,23.15,Positive
LEAD001006,Customer_1006,46,Female,East,Travel,50520.37,Email,Consideration,102,71.99,0,Phone,0,485.47,8.07,Neutral
LEAD001007,Customer_1007,29,Male,North,Travel,4052.27,Email,Consideration,4,22.69,0,In-Person,0,9119.32,19.22,Neutral
LEAD001008,Customer_1008,55,Male,North,Manufacturing,63461.48,Cold Call,Purchase,119,78.33,0,Chat,0,7756.12,21.88,Negative
LEAD001009,Customer_1009,50,Male,South,Healthcare,9861.1,Email,Purchase,100,57.78,0,None,1,7478.63,21.45,Positive
LEAD001010,Customer_1010,52,Female,West,Travel,35378.89,Website,Intent,64,43.7,0,None,0,7042.34,17.68,Neutral
LEAD001011,Customer_1011,72,Female,South,Travel,50978.28,Cold Call,Consideration,6,21.77,0,None,0,2694.5,18.83,Neutral
LEAD001012,Customer_1012,74,Female,East,Manufacturing,75200.02,Email,Interest,11,73.68,0,In-Person,0,162.73,9.3,Neutral
LEAD001013,Customer_1013,61,Female,North,Technology,36854.72,Referral,Consideration,53,43.18,0,None,0,2438.17,4.33,Positive
LEAD001014,Customer_1014,65,Female,West,Retail,82211.24,Social Media,Evaluation,73,28.33,0,Email,0,5702.08,17.27,Neutral
LEAD001015,Customer_1015,50,Other,South,Technology,77419.58,SEO,Purchase,66,14.46,0,Email,0,559.6,13.05,Positive
LEAD001016,Customer_1016,32,Male,South,Manufacturing,40819.69,Social Media,Intent,45,63.03,1,Phone,0,8316.25,28.43,Positive
LEAD001017,Customer_1017,53,Other,East,Technology,87738.51,Event,Intent,9,60.03,0,None,0,7389.88,23.73,Positive
LEAD001018,Customer_1018,62,Male,West,Education,96236.45,Email,Awareness,9,97.69,0,None,0,8320.49,18.64,Neutral
LEAD001019,Customer_1019,72,Female,North,Education,27442.03,Referral,Evaluation,73,71.58,0,Chat,0,353.7,19.83,Positive
LEAD001020,Customer_1020,48,Female,North,Healthcare,82255.24,Social Media,Intent,27,52.53,0,Email,0,4449.22,8.74,Positive
LEAD001021,Customer_1021,61,Female,North,Education,28938.36,Event,Interest,41,34.67,0,Phone,1,4731.16,21.71,Negative
LEAD001022,Customer_1022,59,Female,West,Finance,68748.36,Referral,Awareness,113,71.41,0,In-Person,1,7036.29,17.1,Neutral
LEAD001023,Customer_1023,42,Female,West,Healthcare,66946.58,Website,Awareness,109,31.86,0,Phone,0,9041.48,7.53,Neutral
LEAD001024,Customer_1024,73,Female,East,Healthcare,79166.61,Cold Call,Awareness,24,27.01,0,In-Person,0,5921.8,26.47,Neutral
LEAD001025,Customer_1025,19,Male,North,Retail,22136.38,Referral,Interest,73,80.5,0,Phone,0,5291.2,10.2,Positive
LEAD001026,Customer_1026,35,Female,West,Education,93447.9,Email,Purchase,118,28.41,0,In-Person,0,1557.04,25.58,Positive
LEAD001027,Customer_1027,58,Male,West,Retail,43225.56,SEO,Awareness,88,14.44,1,Chat,0,2826.37,10.08,Positive
LEAD001028,Customer_1028,61,Male,Central,Technology,730.12,Email,Interest,103,18.29,0,None,0,2746.85,11.46,No Feedback
LEAD001029,Customer_1029,67,Female,West,Manufacturing,77422.24,Email,Awareness,26,54.7,0,None,0,6917.01,15.81,Negative
LEAD001030,Customer_1030,43,Female,East,Technology,93197.98,Referral,Evaluation,45,80.05,0,None,1,4641.44,5.68,No Feedback
LEAD001031,Customer_1031,31,Female,East,Finance,96851.83,Social Media,Evaluation,76,23.14,1,In-Person,1,8812.36,26.1,Positive
LEAD001032,Customer_1032,24,Prefer Not to Say,East,Manufacturing,36595.47,Cold Call,Awareness,48,60.03,0,In-Person,0,5383.75,30.0,Neutral
LEAD001033,Customer_1033,61,Male,East,Healthcare,2527.91,SEO,Interest,106,3.2,0,Email,0,1715.99,24.54,Positive
LEAD001034,Customer_1034,43,Male,East,Healthcare,34524.69,Referral,Interest,65,45.15,0,None,0,8428.59,23.42,Positive
LEAD001035,Customer_1035,74,Male,North,Finance,88423.36,Social Media,Interest,65,12.06,0,Chat,0,1664.72,10.48,Positive
LEAD001036,Customer_1036,57,Male,West,Manufacturing,84448.46,Website,Consideration,45,98.18,0,Chat,0,2306.82,22.11,Positive
LEAD001037,Customer_1037,32,Female,North,Finance,38233.03,Website,Interest,25,42.4,0,None,0,1778.02,7.35,Negative
LEAD001038,Customer_1038,28,Male,North,Education,15726.37,Event,Awareness,36,18.05,0,None,0,2823.28,5.81,Positive
LEAD001039,Customer_1039,47,Female,North,Technology,64647.75,Referral,Intent,23,75.86,0,Email,1,4646.03,1.11,Positive
LEAD001040,Customer_1040,70,Other,Central,Finance,66569.88,Cold Call,Intent,91,20.13,1,In-Person,1,9703.98,4.4,Positive
LEAD001041,Customer_1041,19,Male,Central,Education,63255.26,Cold Call,Interest,40,1.48,0,Phone,0,120.33,12.47,No Feedback
LEAD001042,Customer_1042,71,Male,South,Retail,15490.42,Social Media,Awareness,82,38.17,0,In-Person,0,5965.09,18.81,No Feedback
LEAD001043,Customer_1043,56,Male,North,Finance,82522.25,Referral,Interest,72,61.65,1,Email,0,812.01,4.48,Neutral
LEAD001044,Customer_1044,43,Female,North,Travel,4122.94,Event,Intent,22,29.16,0,Email,0,8906.33,3.48,Positive
LEAD001045,Customer_1045,64,Male,Central,Manufacturing,97003.25,Cold Call,Consideration,82,42.56,0,Phone,0,4043.11,12.18,Positive
LEAD001046,Customer_1046,30,Prefer Not to Say,South,Technology,90213.77,Email,Awareness,90,29.36,0,None,0,7313.56,28.98,Positive
LEAD001047,Customer_1047,49,Male,East,Retail,99414.35,Email,Awareness,47,88.48,0,In-Person,0,9741.51,6.53,Neutral
LEAD001048,Customer_1048,62,Male,South,Education,60133.08,SEO,Evaluation,93,24.54,0,Phone,0,3960.35,6.05,Positive
LEAD001049,Customer_1049,56,Female,Central,Technology,60556.74,Event,Awareness,106,12.64,0,None,0,4554.5,9.91,Positive
LEAD001050,Customer_1050,38,Male,West,Healthcare,38761.38,Referral,Interest,86,37.26,0,Phone,1,2632.43,7.74,Positive
LEAD001051,Customer_1051,59,Male,Central,Education,11733.54,Event,Interest,57,32.58,0,Phone,0,3320.63,16.98,Positive
LEAD001052,Customer_1052,31,Male,South,Retail,75604.56,Event,Consideration,15,59.03,0,Phone,0,5249.86,29.43,Negative
LEAD001053,Customer_1053,32,Male,North,Finance,49416.42,Email,Interest,4,73.9,0,Email,1,6851.31,28.24,Positive
LEAD001054,Customer_1054,74,Prefer Not to Say,East,Education,36750.52,Website,Evaluation,32,84.29,1,Chat,0,7716.0,7.29,Negative
LEAD001055,Customer_1055,39,Male,North,Technology,87622.49,Referral,Interest,11,64.52,0,Phone,0,2467.48,13.77,Positive
LEAD001056,Customer_1056,59,Male,South,Finance,693.43,Cold Call,Intent,7,99.05,1,In-Person,0,4359.15,14.93,Neutral
LEAD001057,Customer_1057,26,Male,Central,Finance,48109.85,Email,Awareness,119,59.66,0,In-Person,0,3093.88,23.96,Neutral
LEAD001058,Customer_1058,25,Male,West,Travel,65404.25,Event,Awareness,6,1.61,0,None,0,7443.78,13.31,No Feedback
LEAD001059,Customer_1059,27,Female,South,Technology,903.98,SEO,Consideration,9,15.65,0,None,0,9675.12,21.04,Neutral
LEAD001060,Customer_1060,33,Male,South,Finance,72897.26,Event,Awareness,16,35.41,0,Chat,0,7607.48,19.92,Positive
LEAD001061,Customer_1061,26,Female,East,Retail,17017.88,Website,Interest,19,32.68,0,In-Person,0,3718.23,7.01,Negative
LEAD001062,Customer_1062,47,Prefer Not to Say,West,Technology,84623.88,Social Media,Evaluation,70,30.45,0,Phone,0,809.76,11.05,No Feedback
LEAD001063,Customer_1063,18,Male,North,Manufacturing,76569.04,Referral,Awareness,40,65.89,1,Phone,0,1865.75,9.24,Positive
LEAD001064,Customer_1064,28,Female,Central,Education,14407.09,Cold Call,Interest,7,28.48,0,In-Person,0,4941.71,4.64,Neutral
LEAD001065,Customer_1065,51,Female,North,Finance,57613.55,Referral,Interest,104,33.86,0,Chat,1,2394.74,29.38,Positive
LEAD001066,Customer_1066,25,Female,East,Healthcare,75854.7,SEO,Interest,103,91.11,1,None,0,409.28,6.66,Negative
LEAD001067,Customer_1067,23,Other,East,Education,3416.57,Referral,Evaluation,53,94.31,1,Phone,0,5235.82,12.58,Positive
LEAD001068,Customer_1068,50,Female,South,Technology,54720.0,Referral,Awareness,99,0.27,0,Email,0,3871.61,4.94,Negative
LEAD001069,Customer_1069,28,Male,East,Healthcare,5536.21,Website,Awareness,56,47.27,0,Chat,0,7062.68,19.56,Positive
LEAD001070,Customer_1070,27,Male,Central,Education,62145.39,Event,Awareness,70,39.51,0,Phone,0,6149.73,16.13,Neutral
LEAD001071,Customer_1071,66,Male,South,Manufacturing,88272.01,Referral,Purchase,31,49.15,0,In-Person,1,8283.23,16.4,Positive
LEAD001072,Customer_1072,44,Male,Central,Education,39780.71,SEO,Intent,36,95.83,0,In-Person,0,4582.89,14.25,Negative
LEAD001073,Customer_1073,34,Male,North,Manufacturing,43880.54,SEO,Intent,61,71.8,1,Phone,0,6583.77,0.98,Positive
LEAD001074,Customer_1074,68,Female,East,Healthcare,97737.89,Email,Intent,104,95.69,0,Chat,0,4953.2,23.01,Neutral
LEAD001075,Customer_1075,42,Female,South,Technology,45874.36,Social Media,Awareness,58,35.04,1,Email,1,379.86,7.13,Neutral
LEAD001076,Customer_1076,23,Prefer Not to Say,Central,Healthcare,28911.77,Event,Interest,69,15.01,0,In-Person,0,4282.97,10.36,Positive
LEAD001077,Customer_1077,35,Female,North,Retail,99636.66,Referral,Interest,12,65.62,1,In-Person,0,1246.72,19.49,Negative
LEAD001078,Customer_1078,73,Female,North,Finance,68230.75,Website,Interest,107,56.21,0,Chat,0,1562.85,11.18,Neutral
LEAD001079,Customer_1079,60,Male,West,Education,58373.74,Social Media,Awareness,71,85.19,0,Email,0,6376.29,26.48,Neutral
LEAD001080,Customer_1080,59,Female,West,Manufacturing,66120.6,SEO,Interest,85,87.44,0,Phone,0,1082.45,29.98,Positive
LEAD001081,Customer_1081,20,Male,North,Travel,79174.35,Event,Interest,82,39.9,1,In-Person,0,4018.54,8.01,Positive
LEAD001082,Customer_1082,34,Female,Central,Manufacturing,4223.73,Email,Intent,108,84.76,0,None,0,892.94,12.05,Positive
LEAD001083,Customer_1083,64,Female,West,Manufacturing,20388.81,Cold Call,Interest,14,32.02,1,Chat,1,8442.73,28.56,Neutral
LEAD001084,Customer_1084,59,Male,South,Retail,4138.25,Social Media,Consideration,4,20.5,1,Email,0,1980.75,26.06,Positive
LEAD001085,Customer_1085,71,Male,West,Travel,30410.64,Referral,Interest,40,46.2,0,In-Person,0,4168.16,27.91,Positive
LEAD001086,Customer_1086,32,Male,South,Retail,76008.47,Cold Call,Consideration,89,83.58,0,Chat,1,6248.39,3.58,Positive
LEAD001087,Customer_1087,33,Female,East,Retail,40650.47,Website,Awareness,89,47.14,1,None,0,1646.19,19.89,Positive
LEAD001088,Customer_1088,69,Female,West,Healthcare,69799.5,Email,Intent,55,46.51,0,Email,0,6818.52,13.93,Neutral
LEAD001089,Customer_1089,55,Female,East,Healthcare,30915.01,SEO,Awareness,33,5.65,0,Phone,0,6833.15,22.22,Positive
LEAD001090,Customer_1090,61,Female,North,Finance,98252.25,Cold Call,Interest,15,10.92,0,None,0,4140.4,26.63,Negative
LEAD001091,Customer_1091,57,Female,East,Travel,9557.67,Cold Call,Evaluation,31,45.61,0,In-Person,0,8537.53,10.96,Neutral
LEAD001092,Customer_1092,63,Female,North,Healthcare,57728.67,Referral,Awareness,119,48.45,0,None,0,1879.65,3.77,Neutral
LEAD001093,Customer_1093,53,Female,East,Education,60318.77,Social Media,Interest,110,9.7,0,Chat,0,3891.1,2.57,No Feedback
LEAD001094,Customer_1094,37,Female,South,Manufacturing,73130.58,Referral,Evaluation,106,8.74,0,Phone,0,3474.64,14.44,Positive
LEAD001095,Customer_1095,71,Prefer Not to Say,North,Retail,1628.63,Website,Intent,102,60.72,0,Chat,0,6267.94,3.99,Negative
LEAD001096,Customer_1096,19,Male,North,Travel,26542.18,SEO,Interest,17,54.1,0,None,0,6549.78,2.75,Positive
LEAD001097,Customer_1097,20,Male,West,Education,44640.07,Social Media,Awareness,84,73.19,1,In-Person,0,7767.24,0.05,Positive
LEAD001098,Customer_1098,67,Female,East,Manufacturing,52897.29,Event,Awareness,47,71.12,0,None,1,8609.55,27.17,Neutral
LEAD001099,Customer_1099,47,Female,Central,Retail,7109.42,Cold Call,Interest,69,28.39,0,Email,0,669.69,6.94,Neutral
LEAD001100,Customer_1100,61,Male,Central,Healthcare,81695.52,SEO,Awareness,93,66.46,0,Email,0,5409.95,0.1,Negative
LEAD001101,Customer_1101,26,Male,North,Finance,13867.66,Cold Call,Awareness,38,57.18,0,Email,0,7761.29,9.23,Neutral
LEAD001102,Customer_1102,37,Male,West,Technology,57745.13,Referral,Purchase,68,0.93,0,Phone,0,3550.59,21.9,Neutral
LEAD001103,Customer_1103,29,Female,South,Retail,33130.63,SEO,Interest,102,42.26,0,Phone,0,1541.11,7.9,Neutral
LEAD001104,Customer_1104,30,Male,North,Education,50190.33,Social Media,Interest,100,69.5,0,In-Person,0,9182.35,26.35,Neutral
LEAD001105,Customer_1105,20,Female,East,Travel,5098.58,Event,Consideration,67,91.05,0,None,0,910.42,11.04,Neutral
LEAD001106,Customer_1106,44,Female,South,Retail,84684.76,Referral,Consideration,42,12.68,0,Phone,1,9841.92,20.56,Positive
LEAD001107,Customer_1107,35,Other,East,Manufacturing,28296.22,Event,Awareness,7,21.48,0,Email,0,1891.57,0.68,No Feedback
LEAD001108,Customer_1108,63,Male,East,Finance,29332.23,Social Media,Awareness,63,75.95,1,Chat,0,2602.81,26.13,No Feedback
LEAD001109,Customer_1109,66,Other,South,Finance,43338.05,Referral,Interest,54,9.17,0,Phone,0,3728.74,25.77,Neutral
LEAD001110,Customer_1110,51,Prefer Not to Say,East,Finance,27212.89,SEO,Consideration,34,2.57,0,Email,0,128.85,23.84,Negative
LEAD001111,Customer_1111,69,Male,East,Travel,58360.27,Referral,Purchase,66,32.65,0,In-Person,0,6596.39,23.38,Negative
LEAD001112,Customer_1112,28,Male,East,Technology,86478.36,Social Media,Consideration,23,31.48,0,Email,1,1432.26,10.01,Positive
LEAD001113,Customer_1113,29,Male,Central,Manufacturing,44446.88,SEO,Evaluation,56,48.22,0,Chat,0,5606.57,18.27,Neutral
LEAD001114,Customer_1114,37,Male,East,Finance,11735.33,Event,Purchase,82,24.97,0,None,0,1526.05,22.95,Neutral
LEAD001115,Customer_1115,24,Female,South,Travel,87733.12,Cold Call,Awareness,31,0.86,0,Phone,0,2745.98,7.19,Neutral
LEAD001116,Customer_1116,63,Male,North,Manufacturing,52492.54,Referral,Consideration,12,91.42,0,Chat,0,1420.01,8.93,Negative
LEAD001117,Customer_1117,33,Female,East,Healthcare,95987.75,Event,Interest,47,97.74,0,Chat,0,6396.8,3.71,Positive
LEAD001118,Customer_1118,36,Male,East,Finance,87175.97,Website,Interest,13,99.29,0,In-Person,0,8881.75,6.74,Positive
LEAD001119,Customer_1119,31,Male,East,Education,86811.95,Email,Awareness,107,96.96,0,Chat,0,770.22,25.69,No Feedback
LEAD001120,Customer_1120,72,Female,East,Travel,12610.6,Cold Call,Awareness,6,81.75,0,Chat,0,4550.22,6.6,Neutral
LEAD001121,Customer_1121,45,Male,South,Technology,52705.97,Cold Call,Consideration,6,58.13,0,Phone,0,6601.49,10.35,Negative
LEAD001122,Customer_1122,53,Female,Central,Technology,84793.28,Event,Purchase,94,52.45,0,None,0,3072.55,5.22,Negative
LEAD001123,Customer_1123,58,Male,East,Education,78922.54,SEO,Interest,96,6.25,0,Email,0,4568.64,29.3,Positive
LEAD001124,Customer_1124,24,Female,South,Healthcare,52557.41,Email,Consideration,28,88.09,0,Phone,1,9313.67,15.01,Negative
LEAD001125,Customer_1125,67,Female,North,Travel,99391.22,Email,Consideration,52,22.95,0,Phone,1,6149.33,15.28,Positive
LEAD001126,Customer_1126,58,Female,East,Healthcare,91912.38,Cold Call,Evaluation,91,74.18,0,Phone,0,7585.11,24.59,Positive
LEAD001127,Customer_1127,26,Male,West,Technology,42727.85,Social Media,Awareness,40,69.74,0,Chat,0,7187.38,8.26,Negative
LEAD001128,Customer_1128,51,Male,North,Retail,24005.95,Email,Awareness,97,75.15,0,Email,0,4061.29,24.84,Neutral
LEAD001129,Customer_1129,41,Female,East,Technology,38252.94,Cold Call,Interest,42,12.53,0,Chat,0,5349.94,5.41,Negative
LEAD001130,Customer_1130,72,Male,Central,Manufacturing,28618.42,Website,Consideration,81,44.26,0,Email,0,8498.72,8.88,Neutral
LEAD001131,Customer_1131,34,Prefer Not to Say,East,Education,65077.06,Event,Awareness,77,70.8,1,Email,1,3265.54,22.19,No Feedback
LEAD001132,Customer_1132,48,Female,West,Technology,70842.97,Email,Consideration,80,1.37,0,In-Person,1,2290.23,18.45,No Feedback
LEAD001133,Customer_1133,32,Female,North,Technology,14276.47,Referral,Awareness,26,41.45,0,Email,0,572.06,26.93,Neutral
LEAD001134,Customer_1134,45,Prefer Not to Say,East,Healthcare,29125.08,SEO,Awareness,91,32.05,1,Phone,0,500.07,16.17,Positive
LEAD001135,Customer_1135,61,Female,South,Healthcare,93439.17,Cold Call,Evaluation,57,80.68,1,Email,0,4066.8,1.34,Positive
LEAD001136,Customer_1136,32,Male,North,Retail,63861.05,Email,Awareness,28,52.0,0,Chat,0,4317.62,23.34,Positive
LEAD001137,Customer_1137,34,Male,East,Healthcare,69895.48,Website,Awareness,89,56.85,0,Chat,1,6321.11,24.98,Neutral
